Model_file,Sequence,Node-Clade,Model_cofactor,Pocket_volume
AncA-4_B062_Mo.pdb,AncA-4,AncA,Mo,1052.875
AncA-4_B063_Mo.pdb,AncA-4,AncA,Mo,1117.125
AncA-4_B064_Mo.pdb,AncA-4,AncA,Mo,971.125
AncA-4_B065_Mo.pdb,AncA-4,AncA,Mo,1004.5
AncA-4_B066_Mo.pdb,AncA-4,AncA,Mo,1066.625
AncA-4_B067_Mo.pdb,AncA-4,AncA,Mo,1079.25
AncA-4_B068_Mo.pdb,AncA-4,AncA,Mo,1013.875
AncA-4_B069_Mo.pdb,AncA-4,AncA,Mo,999.5
AncA-4_B070_Mo.pdb,AncA-4,AncA,Mo,1183.125
AncA-4_B071_Mo.pdb,AncA-4,AncA,Mo,1163.75
AncA-4_B072_Mo.pdb,AncA-4,AncA,Mo,1023.25
AncA-4_B073_Mo.pdb,AncA-4,AncA,Mo,1075.25
AncA-4_B074_Mo.pdb,AncA-4,AncA,Mo,1050.125
AncA-4_B075_Mo.pdb,AncA-4,AncA,Mo,1096
AncA-4_B076_Mo.pdb,AncA-4,AncA,Mo,1110
AncA-4_B077_Mo.pdb,AncA-4,AncA,Mo,1074.75
AncA-4_B078_Mo.pdb,AncA-4,AncA,Mo,1055.625
AncA-4_B079_Mo.pdb,AncA-4,AncA,Mo,1026.25
AncA-4_B080_Mo.pdb,AncA-4,AncA,Mo,1077.625
AncA-4_B081_Mo.pdb,AncA-4,AncA,Mo,1142.25
AncA-4_B082_Mo.pdb,AncA-4,AncA,Mo,1035.25
AncA-4_B083_Mo.pdb,AncA-4,AncA,Mo,1092.375
AncA-4_B084_Mo.pdb,AncA-4,AncA,Mo,1167.5
AncA-4_B085_Mo.pdb,AncA-4,AncA,Mo,1065
AncA-4_B086_Mo.pdb,AncA-4,AncA,Mo,1061.25
AncA-4_B087_Mo.pdb,AncA-4,AncA,Mo,1141.25
AncA-4_B088_Mo.pdb,AncA-4,AncA,Mo,1025.5
AncA-4_B089_Mo.pdb,AncA-4,AncA,Mo,1089
AncA-4_B090_Mo.pdb,AncA-4,AncA,Mo,1131.375
AncA-4_B091_Mo.pdb,AncA-4,AncA,Mo,1007.875
AncA-4_B092_Mo.pdb,AncA-4,AncA,Mo,1068.25
AncA-4_B093_Mo.pdb,AncA-4,AncA,Mo,1019.875
AncA-4_B094_Mo.pdb,AncA-4,AncA,Mo,993.25
AncA-4_B095_Mo.pdb,AncA-4,AncA,Mo,1092.625
AncA-4_B096_Mo.pdb,AncA-4,AncA,Mo,970.625
AncA-4_B097_Mo.pdb,AncA-4,AncA,Mo,1007
AncA-4_B098_Mo.pdb,AncA-4,AncA,Mo,1026.625
AncA-4_B099_Mo.pdb,AncA-4,AncA,Mo,1151.25
AncA-4_B100_Mo.pdb,AncA-4,AncA,Mo,1038.5
AncA-4_NifD.B99990013.pdb,AncA-4,AncA,Mo,1092.125
AncA-4_NifD.B99990017.pdb,AncA-4,AncA,Mo,1097.125
AncA-4_NifD.B99990019.pdb,AncA-4,AncA,Mo,1082.5
AncA-4_NifD.B99990056.pdb,AncA-4,AncA,Mo,1007.75
AncA-4_NifD.B99990057.pdb,AncA-4,AncA,Mo,1090.25
AncA-4_NifD.B99990066.pdb,AncA-4,AncA,Mo,1129.375
AncA-4_NifD.B99990075.pdb,AncA-4,AncA,Mo,1017.125
AncA-4_NifD.B99990079.pdb,AncA-4,AncA,Mo,1103.875
AncA-4_NifD.B99990085.pdb,AncA-4,AncA,Mo,1051.125
AncA-4_NifD.B99990094.pdb,AncA-4,AncA,Mo,1043.875
AncA-5_B001_Mo.pdb,AncA-5,AncA,Mo,1146.25
AncA-5_B002_Mo.pdb,AncA-5,AncA,Mo,990.75
AncA-5_B003_Mo.pdb,AncA-5,AncA,Mo,1167.625
AncA-5_B004_Mo.pdb,AncA-5,AncA,Mo,950.875
AncA-5_B005_Mo.pdb,AncA-5,AncA,Mo,1084.875
AncA-5_B006_Mo.pdb,AncA-5,AncA,Mo,1060
AncA-5_B007_Mo.pdb,AncA-5,AncA,Mo,1024.375
AncA-5_B008_Mo.pdb,AncA-5,AncA,Mo,970.875
AncA-5_B009_Mo.pdb,AncA-5,AncA,Mo,1051.125
AncA-5_B010_Mo.pdb,AncA-5,AncA,Mo,1040.375
AncA-5_B011_Mo.pdb,AncA-5,AncA,Mo,1036.875
AncA-5_B012_Mo.pdb,AncA-5,AncA,Mo,958
AncA-5_B013_Mo.pdb,AncA-5,AncA,Mo,1159
AncA-5_B014_Mo.pdb,AncA-5,AncA,Mo,1074.625
AncA-5_B015_Mo.pdb,AncA-5,AncA,Mo,1068.375
AncA-5_B016_Mo.pdb,AncA-5,AncA,Mo,928.25
AncA-5_B017_Mo.pdb,AncA-5,AncA,Mo,1144.375
AncA-5_B018_Mo.pdb,AncA-5,AncA,Mo,1073.5
AncA-5_B019_Mo.pdb,AncA-5,AncA,Mo,1023.875
AncA-5_B020_Mo.pdb,AncA-5,AncA,Mo,1122
AncA-5_B021_Mo.pdb,AncA-5,AncA,Mo,1093.5
AncA-5_B022_Mo.pdb,AncA-5,AncA,Mo,1058.125
AncA-5_B023_Mo.pdb,AncA-5,AncA,Mo,1119.625
AncA-5_B024_Mo.pdb,AncA-5,AncA,Mo,1128.25
AncA-5_B025_Mo.pdb,AncA-5,AncA,Mo,1093
AncA-5_B026_Mo.pdb,AncA-5,AncA,Mo,1131.625
AncA-5_B027_Mo.pdb,AncA-5,AncA,Mo,1004.75
AncA-5_B028_Mo.pdb,AncA-5,AncA,Mo,1067.625
AncA-5_B029_Mo.pdb,AncA-5,AncA,Mo,1110.125
AncA-5_B030_Mo.pdb,AncA-5,AncA,Mo,1062.75
AncA-5_B031_Mo.pdb,AncA-5,AncA,Mo,1047.875
AncA-5_B032_Mo.pdb,AncA-5,AncA,Mo,1103.75
AncA-5_B033_Mo.pdb,AncA-5,AncA,Mo,1091.375
AncA-5_B034_Mo.pdb,AncA-5,AncA,Mo,1081.125
AncA-5_B035_Mo.pdb,AncA-5,AncA,Mo,1017.625
AncA-5_B036_Mo.pdb,AncA-5,AncA,Mo,1133.625
AncA-5_B037_Mo.pdb,AncA-5,AncA,Mo,1027
AncA-5_B038_Mo.pdb,AncA-5,AncA,Mo,1044
AncA-5_B039_Mo.pdb,AncA-5,AncA,Mo,1064.75
AncA-5_B040_Mo.pdb,AncA-5,AncA,Mo,1089.75
AncA-5_B041_Mo.pdb,AncA-5,AncA,Mo,1126.375
AncA-5_B042_Mo.pdb,AncA-5,AncA,Mo,1082.25
AncA-5_B043_Mo.pdb,AncA-5,AncA,Mo,1010.5
AncA-5_B044_Mo.pdb,AncA-5,AncA,Mo,1076.25
AncA-5_B045_Mo.pdb,AncA-5,AncA,Mo,1053.5
AncA-5_B046_Mo.pdb,AncA-5,AncA,Mo,1020.875
AncA-5_B047_Mo.pdb,AncA-5,AncA,Mo,972.375
AncA-5_B048_Mo.pdb,AncA-5,AncA,Mo,1051
AncA-5_B049_Mo.pdb,AncA-5,AncA,Mo,951
AncA-5_B050_Mo.pdb,AncA-5,AncA,Mo,1085.75
AncA-5_B051_Mo.pdb,AncA-5,AncA,Mo,1085.75
AncA-5_B052_Mo.pdb,AncA-5,AncA,Mo,1000.5
AncA-5_B053_Mo.pdb,AncA-5,AncA,Mo,1110.125
AncA-5_B054_Mo.pdb,AncA-5,AncA,Mo,988.25
AncA-5_B055_Mo.pdb,AncA-5,AncA,Mo,1066.625
AncA-5_B056_Mo.pdb,AncA-5,AncA,Mo,1100.625
AncA-5_B057_Mo.pdb,AncA-5,AncA,Mo,1074.75
AncA-5_B058_Mo.pdb,AncA-5,AncA,Mo,1033.625
AncA-5_B059_Mo.pdb,AncA-5,AncA,Mo,1087
AncA-5_B060_Mo.pdb,AncA-5,AncA,Mo,969.125
AncA-5_B061_Mo.pdb,AncA-5,AncA,Mo,1053.5
AncA-5_B062_Mo.pdb,AncA-5,AncA,Mo,1145.25
AncA-5_B063_Mo.pdb,AncA-5,AncA,Mo,1065
AncA-5_B064_Mo.pdb,AncA-5,AncA,Mo,1029.5
AncA-5_B065_Mo.pdb,AncA-5,AncA,Mo,1058.875
AncA-5_B066_Mo.pdb,AncA-5,AncA,Mo,1114.625
AncA-5_B067_Mo.pdb,AncA-5,AncA,Mo,1127.25
AncA-5_B068_Mo.pdb,AncA-5,AncA,Mo,1060
AncA-5_B069_Mo.pdb,AncA-5,AncA,Mo,1142.5
AncA-5_B070_Mo.pdb,AncA-5,AncA,Mo,1161.125
AncA-5_B071_Mo.pdb,AncA-5,AncA,Mo,1017.375
AncA-5_B072_Mo.pdb,AncA-5,AncA,Mo,1005.25
AncA-5_B073_Mo.pdb,AncA-5,AncA,Mo,1000.5
AncA-5_B074_Mo.pdb,AncA-5,AncA,Mo,1092
AncA-5_B075_Mo.pdb,AncA-5,AncA,Mo,1183.125
AncA-5_B076_Mo.pdb,AncA-5,AncA,Mo,1091.875
AncA-5_B077_Mo.pdb,AncA-5,AncA,Mo,1074.125
AncA-5_B078_Mo.pdb,AncA-5,AncA,Mo,1089
AncA-5_B079_Mo.pdb,AncA-5,AncA,Mo,1085
AncA-5_B080_Mo.pdb,AncA-5,AncA,Mo,1120.875
AncA-5_B081_Mo.pdb,AncA-5,AncA,Mo,1085.625
AncA-5_B082_Mo.pdb,AncA-5,AncA,Mo,981.5
AncA-5_B083_Mo.pdb,AncA-5,AncA,Mo,1110
AncA-5_B084_Mo.pdb,AncA-5,AncA,Mo,1131.75
AncA-5_B085_Mo.pdb,AncA-5,AncA,Mo,1133.5
AncA-5_B086_Mo.pdb,AncA-5,AncA,Mo,1029.5
AncA-5_B087_Mo.pdb,AncA-5,AncA,Mo,990.75
AncA-5_B088_Mo.pdb,AncA-5,AncA,Mo,1039
AncA-5_B089_Mo.pdb,AncA-5,AncA,Mo,1076.125
AncA-5_B090_Mo.pdb,AncA-5,AncA,Mo,1156.25
AncA-5_B091_Mo.pdb,AncA-5,AncA,Mo,1106.875
AncA-5_B092_Mo.pdb,AncA-5,AncA,Mo,998.375
AncA-5_B093_Mo.pdb,AncA-5,AncA,Mo,1078
AncA-5_B094_Mo.pdb,AncA-5,AncA,Mo,984
AncA-5_B095_Mo.pdb,AncA-5,AncA,Mo,1191.125
AncA-5_B096_Mo.pdb,AncA-5,AncA,Mo,1049.5
AncA-5_B097_Mo.pdb,AncA-5,AncA,Mo,1123
AncA-5_B098_Mo.pdb,AncA-5,AncA,Mo,958.125
AncA-5_B099_Mo.pdb,AncA-5,AncA,Mo,1068.25
AncA-5_B100_Mo.pdb,AncA-5,AncA,Mo,984.875
AncA-5_NifD.B99990010.pdb,AncA-5,AncA,Mo,1082.75
AncA-5_NifD.B99990020.pdb,AncA-5,AncA,Mo,999.25
AncA-5_NifD.B99990026.pdb,AncA-5,AncA,Mo,1003.5
AncA-5_NifD.B99990032.pdb,AncA-5,AncA,Mo,1098.5
AncA-5_NifD.B99990042.pdb,AncA-5,AncA,Mo,1076.5
AncA-5_NifD.B99990050.pdb,AncA-5,AncA,Mo,1062.25
AncA-5_NifD.B99990069.pdb,AncA-5,AncA,Mo,1106.125
AncA-5_NifD.B99990072.pdb,AncA-5,AncA,Mo,1100.25
AncA-5_NifD.B99990095.pdb,AncA-5,AncA,Mo,1067.625
AncA-5_NifD.B99990097.pdb,AncA-5,AncA,Mo,1090.25
AncB-1_B001_Mo.pdb,AncB-1,AncB,Mo,1156.5
AncB-1_B002_Mo.pdb,AncB-1,AncB,Mo,1143.375
AncB-1_B003_Mo.pdb,AncB-1,AncB,Mo,1091.125
AncB-1_B004_Mo.pdb,AncB-1,AncB,Mo,1086.375
AncB-1_B005_Mo.pdb,AncB-1,AncB,Mo,1091.625
AncB-1_B006_Mo.pdb,AncB-1,AncB,Mo,1176.625
AncB-1_B007_Mo.pdb,AncB-1,AncB,Mo,1168.125
AncB-1_B008_Mo.pdb,AncB-1,AncB,Mo,1055.125
AncB-1_B009_Mo.pdb,AncB-1,AncB,Mo,1113.75
AncB-1_B010_Mo.pdb,AncB-1,AncB,Mo,1151
AncB-1_B011_Mo.pdb,AncB-1,AncB,Mo,1074.625
AncB-1_B012_Mo.pdb,AncB-1,AncB,Mo,1160.75
AncB-1_B013_Mo.pdb,AncB-1,AncB,Mo,1127
AncB-1_B014_Mo.pdb,AncB-1,AncB,Mo,1127.75
AncB-1_B015_Mo.pdb,AncB-1,AncB,Mo,1217.375
AncB-1_B016_Mo.pdb,AncB-1,AncB,Mo,1161.25
AncB-1_B017_Mo.pdb,AncB-1,AncB,Mo,1239.25
AncB-1_B018_Mo.pdb,AncB-1,AncB,Mo,1146.75
AncB-1_B019_Mo.pdb,AncB-1,AncB,Mo,1087.125
AncB-1_B020_Mo.pdb,AncB-1,AncB,Mo,1106.375
AncB-1_B021_Mo.pdb,AncB-1,AncB,Mo,1119
AncB-1_B022_Mo.pdb,AncB-1,AncB,Mo,1111.25
AncB-1_B023_Mo.pdb,AncB-1,AncB,Mo,1103.5
AncB-1_B024_Mo.pdb,AncB-1,AncB,Mo,1076.375
AncB-1_B025_Mo.pdb,AncB-1,AncB,Mo,1243.125
AncB-1_B026_Mo.pdb,AncB-1,AncB,Mo,1153.125
AncB-1_B027_Mo.pdb,AncB-1,AncB,Mo,1215.75
AncB-1_B028_Mo.pdb,AncB-1,AncB,Mo,1108.125
AncB-1_B029_Mo.pdb,AncB-1,AncB,Mo,1021.75
AncB-1_B030_Mo.pdb,AncB-1,AncB,Mo,1146.75
AncB-1_B031_Mo.pdb,AncB-1,AncB,Mo,1190
AncB-1_B032_Mo.pdb,AncB-1,AncB,Mo,1142
AncB-1_B033_Mo.pdb,AncB-1,AncB,Mo,1136.875
AncB-1_B034_Mo.pdb,AncB-1,AncB,Mo,1191.625
AncB-1_B035_Mo.pdb,AncB-1,AncB,Mo,1143.375
AncB-1_B036_Mo.pdb,AncB-1,AncB,Mo,1217.875
AncB-1_B037_Mo.pdb,AncB-1,AncB,Mo,1212.75
AncB-1_B038_Mo.pdb,AncB-1,AncB,Mo,1166
AncB-1_B039_Mo.pdb,AncB-1,AncB,Mo,1085.375
AncB-1_B040_Mo.pdb,AncB-1,AncB,Mo,1114.625
AncB-1_B041_Mo.pdb,AncB-1,AncB,Mo,1215.5
AncB-1_B042_Mo.pdb,AncB-1,AncB,Mo,1210.375
AncB-1_B043_Mo.pdb,AncB-1,AncB,Mo,1168.125
AncB-1_B044_Mo.pdb,AncB-1,AncB,Mo,1187.875
AncB-1_B045_Mo.pdb,AncB-1,AncB,Mo,1120.75
AncB-1_B046_Mo.pdb,AncB-1,AncB,Mo,1109.625
AncB-1_B047_Mo.pdb,AncB-1,AncB,Mo,1162.125
AncB-1_B048_Mo.pdb,AncB-1,AncB,Mo,1110.625
AncB-1_B049_Mo.pdb,AncB-1,AncB,Mo,1112.5
AncB-1_B050_Mo.pdb,AncB-1,AncB,Mo,1138
AncB-1_B051_Mo.pdb,AncB-1,AncB,Mo,1149.75
AncB-1_B052_Mo.pdb,AncB-1,AncB,Mo,1231.75
AncB-1_B053_Mo.pdb,AncB-1,AncB,Mo,1167.125
AncB-1_B054_Mo.pdb,AncB-1,AncB,Mo,1148.75
AncB-1_B055_Mo.pdb,AncB-1,AncB,Mo,1152.375
AncB-1_B056_Mo.pdb,AncB-1,AncB,Mo,1052.375
AncB-1_B057_Mo.pdb,AncB-1,AncB,Mo,1042.75
AncB-1_B058_Mo.pdb,AncB-1,AncB,Mo,1113
AncB-1_B059_Mo.pdb,AncB-1,AncB,Mo,1163
AncB-1_B060_Mo.pdb,AncB-1,AncB,Mo,1149.75
AncB-1_B061_Mo.pdb,AncB-1,AncB,Mo,1159.625
AncB-1_B062_Mo.pdb,AncB-1,AncB,Mo,1159.625
AncB-1_B063_Mo.pdb,AncB-1,AncB,Mo,1163.125
AncB-1_B064_Mo.pdb,AncB-1,AncB,Mo,917.375
AncB-1_B065_Mo.pdb,AncB-1,AncB,Mo,1103.75
AncB-1_B066_Mo.pdb,AncB-1,AncB,Mo,1199.75
AncB-1_B067_Mo.pdb,AncB-1,AncB,Mo,1161.25
AncB-1_B068_Mo.pdb,AncB-1,AncB,Mo,1182.75
AncB-1_B069_Mo.pdb,AncB-1,AncB,Mo,1189.125
AncB-1_B070_Mo.pdb,AncB-1,AncB,Mo,1106.875
AncB-1_B071_Mo.pdb,AncB-1,AncB,Mo,1069
AncB-1_B072_Mo.pdb,AncB-1,AncB,Mo,1169.25
AncB-1_B073_Mo.pdb,AncB-1,AncB,Mo,1125.625
AncB-1_B074_Mo.pdb,AncB-1,AncB,Mo,1027.875
AncB-1_B075_Mo.pdb,AncB-1,AncB,Mo,1110.875
AncB-1_B076_Mo.pdb,AncB-1,AncB,Mo,1196.75
AncB-1_B077_Mo.pdb,AncB-1,AncB,Mo,1158.375
AncB-1_B078_Mo.pdb,AncB-1,AncB,Mo,1101.75
AncB-1_B079_Mo.pdb,AncB-1,AncB,Mo,958.625
AncB-1_B080_Mo.pdb,AncB-1,AncB,Mo,1174.5
AncB-1_B081_Mo.pdb,AncB-1,AncB,Mo,1118.875
AncB-1_B082_Mo.pdb,AncB-1,AncB,Mo,1102.75
AncB-1_B083_Mo.pdb,AncB-1,AncB,Mo,1083.75
AncB-1_B084_Mo.pdb,AncB-1,AncB,Mo,1172.125
AncB-1_B085_Mo.pdb,AncB-1,AncB,Mo,1177.5
AncB-1_B086_Mo.pdb,AncB-1,AncB,Mo,1083.25
AncB-1_B087_Mo.pdb,AncB-1,AncB,Mo,1115.875
AncB-1_B088_Mo.pdb,AncB-1,AncB,Mo,1157.375
AncB-1_B089_Mo.pdb,AncB-1,AncB,Mo,1106.5
AncB-1_B090_Mo.pdb,AncB-1,AncB,Mo,1111.25
AncB-1_B091_Mo.pdb,AncB-1,AncB,Mo,1107.875
AncB-1_B092_Mo.pdb,AncB-1,AncB,Mo,1158.5
AncB-1_B093_Mo.pdb,AncB-1,AncB,Mo,1191.625
AncB-1_B094_Mo.pdb,AncB-1,AncB,Mo,1178.625
AncB-1_B095_Mo.pdb,AncB-1,AncB,Mo,1114.625
AncB-1_B096_Mo.pdb,AncB-1,AncB,Mo,1169.875
AncB-1_B097_Mo.pdb,AncB-1,AncB,Mo,1192
AncB-1_B098_Mo.pdb,AncB-1,AncB,Mo,1098.75
AncB-1_B099_Mo.pdb,AncB-1,AncB,Mo,1008.25
AncB-1_B100_Mo.pdb,AncB-1,AncB,Mo,1205.125
AncB-1_NifD.B99990012.pdb,AncB-1,AncB,Mo,1088.75
AncB-1_NifD.B99990014.pdb,AncB-1,AncB,Mo,1191.75
AncB-1_NifD.B99990025.pdb,AncB-1,AncB,Mo,1023.375
AncB-1_NifD.B99990026.pdb,AncB-1,AncB,Mo,1141.625
AncB-1_NifD.B99990027.pdb,AncB-1,AncB,Mo,1111.5
AncB-1_NifD.B99990029.pdb,AncB-1,AncB,Mo,1101.25
AncB-1_NifD.B99990058.pdb,AncB-1,AncB,Mo,1153.625
AncB-1_NifD.B99990073.pdb,AncB-1,AncB,Mo,1112.875
AncB-1_NifD.B99990088.pdb,AncB-1,AncB,Mo,1108.625
AncB-1_NifD.B99990100.pdb,AncB-1,AncB,Mo,1180.875
AncB-2_B001_Mo.pdb,AncB-2,AncB,Mo,1136.5
AncB-2_B002_Mo.pdb,AncB-2,AncB,Mo,1205.5
AncB-2_B003_Mo.pdb,AncB-2,AncB,Mo,1105.75
AncB-2_B004_Mo.pdb,AncB-2,AncB,Mo,1195.875
AncB-2_B005_Mo.pdb,AncB-2,AncB,Mo,1195.125
AncB-2_B006_Mo.pdb,AncB-2,AncB,Mo,1012.25
AncB-2_B007_Mo.pdb,AncB-2,AncB,Mo,1197.625
AncB-2_B008_Mo.pdb,AncB-2,AncB,Mo,1194.625
AncB-2_B009_Mo.pdb,AncB-2,AncB,Mo,1101.625
AncB-2_B010_Mo.pdb,AncB-2,AncB,Mo,1103
AncB-2_B011_Mo.pdb,AncB-2,AncB,Mo,1128.375
AncB-2_B012_Mo.pdb,AncB-2,AncB,Mo,1124.625
AncB-2_B013_Mo.pdb,AncB-2,AncB,Mo,1161.25
AncB-2_B014_Mo.pdb,AncB-2,AncB,Mo,1150.125
AncB-2_B015_Mo.pdb,AncB-2,AncB,Mo,1131
AncB-2_B016_Mo.pdb,AncB-2,AncB,Mo,1161
AncB-2_B017_Mo.pdb,AncB-2,AncB,Mo,1158.625
AncB-2_B018_Mo.pdb,AncB-2,AncB,Mo,1077
AncB-2_B019_Mo.pdb,AncB-2,AncB,Mo,1153.75
AncB-2_B020_Mo.pdb,AncB-2,AncB,Mo,1207.25
AncB-2_B021_Mo.pdb,AncB-2,AncB,Mo,1146.75
AncB-2_B022_Mo.pdb,AncB-2,AncB,Mo,1045
AncB-2_B023_Mo.pdb,AncB-2,AncB,Mo,1178.5
AncB-2_B024_Mo.pdb,AncB-2,AncB,Mo,1159.125
AncB-2_B025_Mo.pdb,AncB-2,AncB,Mo,1100.875
AncB-2_B026_Mo.pdb,AncB-2,AncB,Mo,1124.25
AncB-2_B027_Mo.pdb,AncB-2,AncB,Mo,1172.375
AncB-2_B028_Mo.pdb,AncB-2,AncB,Mo,1158.5
AncB-2_B029_Mo.pdb,AncB-2,AncB,Mo,1235.75
AncB-2_B030_Mo.pdb,AncB-2,AncB,Mo,1175.625
AncB-2_B031_Mo.pdb,AncB-2,AncB,Mo,1095.5
AncB-2_B032_Mo.pdb,AncB-2,AncB,Mo,1168.875
AncB-2_B033_Mo.pdb,AncB-2,AncB,Mo,1172.375
AncB-2_B034_Mo.pdb,AncB-2,AncB,Mo,1136.875
AncB-2_B035_Mo.pdb,AncB-2,AncB,Mo,1135
AncB-2_B036_Mo.pdb,AncB-2,AncB,Mo,1197.75
AncB-2_B037_Mo.pdb,AncB-2,AncB,Mo,1119.75
AncB-2_B038_Mo.pdb,AncB-2,AncB,Mo,1113.375
AncB-2_B039_Mo.pdb,AncB-2,AncB,Mo,1207.625
AncB-2_B040_Mo.pdb,AncB-2,AncB,Mo,1211.125
AncB-2_B041_Mo.pdb,AncB-2,AncB,Mo,1076.625
AncB-2_B042_Mo.pdb,AncB-2,AncB,Mo,1193.75
AncB-2_B043_Mo.pdb,AncB-2,AncB,Mo,1139.875
AncB-2_B044_Mo.pdb,AncB-2,AncB,Mo,1161.25
AncB-2_B045_Mo.pdb,AncB-2,AncB,Mo,1080.875
AncB-2_B046_Mo.pdb,AncB-2,AncB,Mo,1138.125
AncB-2_B047_Mo.pdb,AncB-2,AncB,Mo,1191.125
AncB-2_B048_Mo.pdb,AncB-2,AncB,Mo,1162.125
AncB-2_B049_Mo.pdb,AncB-2,AncB,Mo,1008.625
AncB-2_B050_Mo.pdb,AncB-2,AncB,Mo,1200
AncB-2_B051_Mo.pdb,AncB-2,AncB,Mo,1072.875
AncB-2_B052_Mo.pdb,AncB-2,AncB,Mo,972.375
AncB-2_B053_Mo.pdb,AncB-2,AncB,Mo,1124.875
AncB-2_B054_Mo.pdb,AncB-2,AncB,Mo,1093
AncB-2_B055_Mo.pdb,AncB-2,AncB,Mo,1079.75
AncB-2_B056_Mo.pdb,AncB-2,AncB,Mo,1127.625
AncB-2_B057_Mo.pdb,AncB-2,AncB,Mo,1056.5
AncB-2_B058_Mo.pdb,AncB-2,AncB,Mo,1116.375
AncB-2_B059_Mo.pdb,AncB-2,AncB,Mo,1140.75
AncB-2_B060_Mo.pdb,AncB-2,AncB,Mo,1191.625
AncB-2_B061_Mo.pdb,AncB-2,AncB,Mo,1169.625
AncB-2_B062_Mo.pdb,AncB-2,AncB,Mo,1125.375
AncB-2_B063_Mo.pdb,AncB-2,AncB,Mo,1140.5
AncB-2_B064_Mo.pdb,AncB-2,AncB,Mo,1136.625
AncB-2_B065_Mo.pdb,AncB-2,AncB,Mo,1077.75
AncB-2_B066_Mo.pdb,AncB-2,AncB,Mo,1099
AncB-2_B067_Mo.pdb,AncB-2,AncB,Mo,1085
AncB-2_B068_Mo.pdb,AncB-2,AncB,Mo,1152.375
AncB-2_B069_Mo.pdb,AncB-2,AncB,Mo,989.75
AncB-2_B070_Mo.pdb,AncB-2,AncB,Mo,1175.125
AncB-2_B071_Mo.pdb,AncB-2,AncB,Mo,1130.75
AncB-2_B072_Mo.pdb,AncB-2,AncB,Mo,1109.375
AncB-2_B073_Mo.pdb,AncB-2,AncB,Mo,1067.75
AncB-2_B074_Mo.pdb,AncB-2,AncB,Mo,1221.375
AncB-2_B075_Mo.pdb,AncB-2,AncB,Mo,1109.375
AncB-2_B076_Mo.pdb,AncB-2,AncB,Mo,1153.25
AncB-2_B077_Mo.pdb,AncB-2,AncB,Mo,1090.375
AncB-2_B078_Mo.pdb,AncB-2,AncB,Mo,1025.125
AncB-2_B079_Mo.pdb,AncB-2,AncB,Mo,1148.625
AncB-2_B080_Mo.pdb,AncB-2,AncB,Mo,1066.875
AncB-2_B081_Mo.pdb,AncB-2,AncB,Mo,1084.375
AncB-2_B082_Mo.pdb,AncB-2,AncB,Mo,1033.125
AncB-2_B083_Mo.pdb,AncB-2,AncB,Mo,1081.875
AncB-2_B084_Mo.pdb,AncB-2,AncB,Mo,1165.5
AncB-2_B085_Mo.pdb,AncB-2,AncB,Mo,1114.25
AncB-2_B086_Mo.pdb,AncB-2,AncB,Mo,1206.875
AncB-2_B087_Mo.pdb,AncB-2,AncB,Mo,1233.25
AncB-2_B088_Mo.pdb,AncB-2,AncB,Mo,1090.25
AncB-2_B089_Mo.pdb,AncB-2,AncB,Mo,1115.75
AncB-2_B090_Mo.pdb,AncB-2,AncB,Mo,1068.25
AncB-2_B091_Mo.pdb,AncB-2,AncB,Mo,1054.25
AncB-2_B092_Mo.pdb,AncB-2,AncB,Mo,1072.75
AncB-2_B093_Mo.pdb,AncB-2,AncB,Mo,1162
AncB-2_B094_Mo.pdb,AncB-2,AncB,Mo,1126.625
AncB-2_B095_Mo.pdb,AncB-2,AncB,Mo,1053.625
AncB-2_B096_Mo.pdb,AncB-2,AncB,Mo,1138.125
AncB-2_B097_Mo.pdb,AncB-2,AncB,Mo,1142.5
AncB-2_B098_Mo.pdb,AncB-2,AncB,Mo,1107.5
AncB-2_B099_Mo.pdb,AncB-2,AncB,Mo,1173.125
AncB-2_B100_Mo.pdb,AncB-2,AncB,Mo,1171.75
AncB-2_NifD.B99990017.pdb,AncB-2,AncB,Mo,1102.5
AncB-2_NifD.B99990022.pdb,AncB-2,AncB,Mo,1121.5
AncB-2_NifD.B99990037.pdb,AncB-2,AncB,Mo,1228.25
AncB-2_NifD.B99990058.pdb,AncB-2,AncB,Mo,1123.125
AncB-2_NifD.B99990064.pdb,AncB-2,AncB,Mo,1118.625
AncB-2_NifD.B99990075.pdb,AncB-2,AncB,Mo,1167
AncB-2_NifD.B99990078.pdb,AncB-2,AncB,Mo,1256.25
AncB-2_NifD.B99990085.pdb,AncB-2,AncB,Mo,1089.375
AncB-2_NifD.B99990094.pdb,AncB-2,AncB,Mo,1107.25
AncB-2_NifD.B99990097.pdb,AncB-2,AncB,Mo,1184.125
AncB-3_B001_Mo.pdb,AncB-3,AncB,Mo,1203.25
AncB-3_B002_Mo.pdb,AncB-3,AncB,Mo,1119.75
AncB-3_B003_Mo.pdb,AncB-3,AncB,Mo,1189.375
AncB-3_B004_Mo.pdb,AncB-3,AncB,Mo,1135
AncB-3_B005_Mo.pdb,AncB-3,AncB,Mo,1218.625
AncB-3_B006_Mo.pdb,AncB-3,AncB,Mo,998.5
AncB-3_B007_Mo.pdb,AncB-3,AncB,Mo,1207.25
AncB-3_B008_Mo.pdb,AncB-3,AncB,Mo,1210.5
AncB-3_B009_Mo.pdb,AncB-3,AncB,Mo,1129.375
AncB-3_B010_Mo.pdb,AncB-3,AncB,Mo,1196.75
